variable,const,mlr
$dT/dt$,4.583962422688121,4.011654025477511
$dq/dt$,5.819819869061157,5.714435523308571
NETSW,195.80076407470062,63.026778969908406
FLWDS,58.443026343675776,12.332524182841697
PRECSC,10.648786507142615,7.4762937421076066
PRECC,97.27993367623738,92.74054946765197
SOLS,83.09422229558446,37.201246258564936
SOLL,89.01911874627417,40.02979551418618
SOLSD,37.25957571217344,12.795067009366152
SOLLD,21.572206724905655,11.974003929287184
