variable,const,mlr
$dT/dt$,0.0017739428136304344,0.10881877040861022
$dq/dt$,0.011457995884296569,-0.08933031723855371
NETSW,-0.23100137418139846,-1.6673977461192246
FLWDS,4.001130118134452,-0.15995990028789953
PRECSC,-0.09468051976926795,-0.19904127827293153
PRECC,-1.3578066703773928,4.885314630399347
SOLS,-0.4565050972369787,-1.507932321968754
SOLL,-0.40449068307326996,-1.500126147338462
SOLSD,-0.0522922795952141,0.25055345220747866
SOLLD,0.004488320700100153,0.3136730190488665
