variable,const,mlr
$dT/dt$,6.929861865604521,6.038868084835869
$dq/dt$,9.231060905033878,8.742977057696008
NETSW,239.09869930009674,87.84347400838676
FLWDS,65.34360662062939,14.885521333539991
PRECSC,14.266035160040772,10.813780050073904
PRECC,162.41134218044436,143.81258129807398
SOLS,105.52163678551331,52.37644577274426
SOLL,112.06564187800107,56.80789936802276
SOLSD,45.89153453782436,20.368948402738408
SOLLD,29.2426095824394,18.723432192982763
